"","V1","V2","V3"
"500","Sdhb","Ndufa5",4.12212277238518
"501","Eif5b","Dkc1",4.12127042647307
"502","Polr2h","Znrd1",4.1200554722152
"503","Atp5j2","Uqcr10",4.11841332658673
"504","Sec23a","Sec24c",4.11722813865504
"505","Eef2","Rpl15",4.11692664690486
"506","Lrp1","Synj2bp",4.1157555190473
"507","Ndufb11","Ndufb5",4.11477034383961
"508","Cox6c","Atp5j2",4.11467285299409
"509","Rps4x","Rpl39",4.11198505031939
"510","Psma1","Psmd1",4.11078939874415
"511","Wfs1","Smurf1",4.10863987384641
"512","Ndufb6","Ndufb2",4.108440385108
"513","Uqcr10","Uqcr11",4.107861789754
"514","Cops7a","Cops7b",4.10729357914829
"515","Ndufa11","Ndufv2",4.1069509733104
"516","Atp5g1","Mrpl42",4.10632511635231
"517","Med12","Med27",4.10599998214252
"518","Cacna1c","Trim13",4.10447069991233
"519","Cltc","Tom1l1",4.10360676847745
"520","Cav1","Txnrd1",4.10241947957638
"521","Fkbp4","Nr3c1",4.10222543996747
"522","Psma4","Psmb2",4.10193335784334
"523","Uqcrq","Minos1",4.10141784526763
"524","Axin1","Dixdc1",4.10127819911463
"525","Cox6a1","Cox7a2",4.10083459331008
"526","Cops2","Cops7a",4.10073000562238
"527","Cacybp","S100a1",4.09995888216235
"528","Lims1","Ilk",4.09838681817359
"529","Ndufa13","Atp5h",4.09796756114861
"530","Psmb6","Psmd1",4.09708122638563
"531","Eno3","Tpi1",4.09580199004336
"532","Ap3b1","Ap3d1",4.09482838935742
"533","Il1rap","Tollip",4.0946473207282
"534","Sept10","Sept8",4.0926947962771
"535","Brd4","Brd3",4.08931632290705
"536","Sart1","Cd2bp2",4.0886897519656
"537","Foxo1","Lrpprc",4.08784416733079
"538","Atg10","Map1lc3b",4.08761302963762
"539","Psmd10","Psmc6",4.08728208630009
"540","Psma1","Psmc6",4.08672374159664
"541","Atp5k","Ndufa13",4.08662193270834
"542","Eno3","Ttn",4.08661538691899
"543","Ndufa6","Ndufa5",4.08633618207205
"544","Flt1","Vegfa",4.08612742032983
"545","Commd1","Rela",4.08582817511183
"546","Ilk","Tmsb4x",4.08579978147395
"547","Atp5j","Uqcrb",4.08573597657573
"548","Psmd3","Psma4",4.08431834946987
"549","Polr2d","Polr2i",4.08415533564585
"550","Bcl7a","Smarcd1",4.08415533564585
"551","Bcl7a","Arid1a",4.08415533564585
"552","Med4","Med27",4.08415533564585
"553","Arid1b","Bcl7a",4.08415513709792
"554","Mta1","Gatad2b",4.08415493854227
"555","Med12","Med13l",4.08415434283029
"556","Smarcc1","Bcl7a",4.08415295257055
"557","Arid1b","Ss18",4.0841507671264
"558","Smarcc2","Bcl7a",4.08414301133939
