"","Source","Target","Score"
"311","Txn1","Rps27l",3.3542801289932
"312","Tlr4","Ube2n",3.34870151796167
"313","Ywhae","Inpp5e",3.34544236423358
"314","Ywhae","Atat1",3.34544236423358
"315","Ywhae","Tanc2",3.34544236423358
"316","Ywhae","Caprin1",3.34544236423358
"317","Ywhae","Mprip",3.34544236423358
"318","Ywhae","Dock7",3.34544236423358
"319","Ywhae","Pgam5",3.34544236423358
"320","Arhgef12","Akap13",3.34535491330871
"321","Notch2","Notch3",3.34450375895244
"322","Map2k1","Mapk3",3.33515628977875
"323","Nfkb1","Ncor1",3.33462746186092
"324","Ddx58","Dhx58",3.33451506266056
"325","Crk","Pxn",3.33073023065822
"326","Bcar1","Inpp5d",3.32681029578225
"327","Crk","Pik3r2",3.32294373188347
"328","Crk","Ywhah",3.32294373188347
"329","Hif1a","Ep300",3.32061428969791
"330","Ctnnd1","Dact1",3.32005865358906
"331","Rbpj","Smarca4",3.31390806636159
"332","Inpp5d","Plcg1",3.31175175315047
"333","Polr3a","Mrps11",3.30867903279841
"334","Ctnnb1","Numb",3.30418582592279
"335","Stat2","Parp12",3.3034577216888
"336","Ppp1cc","Tsg101",3.29605160907158
"337","Ywhae","Tsc1",3.29563770059485
"338","Ikbkb","Map3k1",3.28937708211129
"339","Dnm2","Set",3.28807129015831
"340","Ywhae","Mark4",3.28758537448994
"341","Ctnnb1","Ctnnd1",3.27855664007166
"342","Pxn","Prickle2",3.27026320322921
"343","Actn1","Dst",3.26723602024163
"344","Pik3r1","Irs2",3.26425629490154
"345","Crk","Ywhag",3.25425244516032
"346","Polr1c","Znrd1",3.25367300915468
"347","Hspa5","Ern1",3.24653150234485
"348","Vdac3","Ndufa9",3.23746007266868
"349","Hspa8","Rpl27a",3.23583688621784
"350","Ywhae","Gigyf1",3.22013911338559
"351","Txn1","Uqcrb",3.21752408816815
"352","Nfkb1","Commd9",3.21299047676735
"353","Irf7","Dhx58",3.1998018365623
"354","Hspa8","Rpl35a",3.1951904540897
"355","Tlr4","Stk11ip",3.19371434626805
"356","Ddx58","Parp12",3.18651256541307
"357","Stat2","Ddx58",3.18578422465089
"358","Cblb","Tlr4",3.18427518233966
"359","Hsp90b1","Manf",3.18165253885263
"360","Ppp1ca","Skp1a",3.17885535354412
"361","Gnai1","Gnb5",3.17875022368003
"362","Hspa5","Sec61a1",3.17536749437022
"363","Vdac1","Tomm70a",3.17047573823288
"364","Ywhae","Eef1b2",3.16931402338901
"365","Txn1","Lap3",3.16581017731824
"366","Tgfb1","Scube3",3.16413633039292
"367","Cd36","Hsd11b1",3.16402845094194
"368","Pdia3","Tagln2",3.16355382611528
"369","Ctnnb1","Cops2",3.14766913873518
"370","Hspa8","Nphp3",3.14504160046476
"371","Notch3","Notch4",3.14416585957724
"372","Crk","Dvl2",3.14376705377367
"373","Actn1","Sptbn1",3.14007872573552
"374","Cdh5","Adgrf5",3.13227012966468
"375","Ddx58","Xaf1",3.13198910356368
"376","Ctnnb1","Bcl9l",3.13064486720054
"377","Crk","Cblb",3.12785934841418
"378","Crk","Ywhab",3.12785934841418
"379","Ywhae","Git2",3.12394250393641
"380","Casp3","Ywhae",3.12394250393641
"381","Ywhae","Srcin1",3.12394250393641
"382","Cd81","Kit",3.12367577583814
"383","Jag1","Jag2",3.12365190350556
"384","Nfkb1","Nfkbiz",3.12299458487382
"385","Gnai3","Gnb5",3.12270550285348
"386","Stat2","Zbp1",3.12077374290038
"387","Adcy4","Adcy7",3.12077070495343
"388","Pdia3","Ssr3",3.1189834287643
"389","Hspa8","Rps4x",3.1188045910144
"390","Ctnnd1","Inpp5d",3.11835852142167
"391","Ppp1cc","Stx1a",3.11777970123308
"392","Ctnnb1","Csnk1e",3.11498374318444
"393","Ctnnb1","Pin1",3.11498374318444
"394","Kit","Pik3r1",3.11498374318444
"395","Nfkb1","Commd5",3.11455364736958
"396","Rasgrp2","Rasgrp1",3.11395622426858
"397","Ptk2b","Trp53",3.11154293692516
"398","Oas3","Irf7",3.11014139832173
"399","C3","Cfp",3.10793947122738
"400","Map2k1","Map2k7",3.10744025456211
"401","Foxo3","Foxp4",3.10721379794904
"402","Pik3cd","Pik3r2",3.10639581741202
"403","Actn1","Plec",3.09342770998205
"404","Cdc42","Cdc42bpb",3.09124749475086
"405","Nfkb1","Commd8",3.08772654065729
"406","Inpp5d","Ptpn18",3.0868454027077
"407","Hspa5","Hspa4",3.08543312945449
"408","Cdc42","Rap1b",3.08216243300421
"409","Hsp90b1","Pdia6",3.08196727247901
"410","Ctnnb1","Crebbp",3.08044372651261
"411","Jak3","Stat5b",3.07875232062929
"412","Hsp90aa1","Ahsa1",3.07682821272283
"413","Cldn4","Tacstd2",3.07415086724018
"414","Calm2","Nphp1",3.07177022574001
"415","Calm1","Nphp1",3.07177022574001
"416","Calm3","Nphp1",3.07177022574001
"417","Ksr1","Ywhae",3.06753421822282
"418","Dnm2","Itsn2",3.0652657387925
"419","Rap1a","Cdc42",3.06294266707664
"420","F13b","Fgg",3.0569891302971
"421","Hsp90aa1","Hspa4l",3.05519776636311
"422","Ywhae","Hdac7",3.05444100213936
"423","Arhgef1","Akap13",3.05342490929138
"424","Cblb","Spry1",3.04906620225938
"425","Ctsb","Ctsd",3.0490236028586
"426","Ywhae","Rps3",3.0462963244272
"427","Actn1","Macf1",3.04624601213845
"428","Ywhae","Arhgap33",3.04539797930465
"429","Hsp90b1","Creld2",3.04093115356977
"430","Ctnnb1","Bcl9",3.03808158703737
"431","Bcar1","Tns1",3.0372468958717
"432","Nfkb1","Commd2",3.03571666059224
"433","Nfkb1","Commd10",3.03030255495605
"434","Hif1a","Esrra",3.02987840466199
"435","Cdc42","Fmnl1",3.0298382533997
"436","Polr3k","Polr2f",3.02966226951116
"437","Nck1","Mink1",3.02831920709582
"438","Ddx58","Oas2",3.02583608835721
"439","Gbp7","Parp14",3.0254541454849
"440","Stat2","Adar",3.02384004513601
"441","Hspa5","Mks1",3.02280494871798
"442","Hspa5","Set",3.02280494871798
"443","Polr3a","Znrd1",3.01796734170102
"444","Ppp1r12a","Ppp1r12c",3.01778013621993
"445","Polr1c","Rps14",3.01193413860142
"446","Gnb5","Mapk3",3.00705148980319
"447","Ppp1cc","Skp1a",3.0061402806657
"448","Stat2","Parp14",3.00065350307386
"449","Actr2","Myo1e",2.99878446463822
"450","Hspa8","Hsp90aa1",2.99680358697947
"451","Cdh5","Cd93",2.99655309353989
"452","Irf7","Zbp1",2.99565063334649
"453","Polr1c","Polr2g",2.99305189142092
"454","Ikbkb","Nlrc5",2.99031603485969
"455","Jag2","Notch1",2.98732564468241
"456","Polr3a","Polr2f",2.9818019916188
"457","Polr3a","Polr1e",2.97998450957175
"458","Stat2","Znfx1",2.97981423790748
"459","Ywhae","Psma1",2.97885469518337
"460","Polr1c","Polr2a",2.97799325889878
"461","Ppp1cb","Ppp1r10",2.97705217490216
"462","Actn1","Flna",2.97458354184596
"463","Notch1","Smarca4",2.97406342190493
"464","C3","Cfb",2.97405537932241
"465","Sipa1","Ralgapa2",2.97378743155627
"466","Polr3a","Polr2i",2.96546295365329
"467","Nfkb1","Commd6",2.9648125753838
"468","Lbp","Irf6",2.96192749189504
"469","Hspa5","Sec61a2",2.95818644632823
"470","Hras","Pik3r1",2.95812862797243
"471","Polr1c","Polr2b",2.95436322237447
"472","Polr3a","Polr2g",2.94692452051368
"473","Vdac1","Uqcrc2",2.94611565856621
"474","C4b","Cfb",2.94394583788903
"475","Polr3k","Polr3h",2.94340850570052
"476","Polr2f","Polr3h",2.94045431862128
"477","Vdac3","Ndufc1",2.93707364468514
"478","Jag2","Neurl1b",2.93532880392877
"479","Traf4","Brf1",2.93532833294876
"480","Calm1","Tbc1d4",2.93376616799446
"481","Calm1","Ubr4",2.93376616799446
"482","Calm3","Tbc1d4",2.93376616799446
"483","Calm3","Ubr4",2.93376616799446
"484","Calm2","Tbc1d4",2.93376616799446
"485","Calm2","Ubr4",2.93376616799446
"486","Jund","Edf1",2.93321328813659
"487","Notch2","Rfng",2.93301355399649
"488","Akt3","Foxo1",2.93245038704754
"489","Akt3","Foxo3",2.93245038704754
"490","Cdc42","Spire2",2.93146294334747
"491","Calm1","Myo3b",2.93125076351225
"492","Calm3","Myo3b",2.93125076351225
"493","Calm2","Myo3b",2.93125076351225
"494","Polr1c","Polr3k",2.92930526863188
"495","Nfkb1","Commd4",2.92836228347642
"496","Jund","Stat5b",2.92832401123246
"497","Hspa5","Alg12",2.92620317228057
"498","Actn1","Myh6",2.92447840522118
"499","Oas2","Dhx58",2.92230111974527
"500","Notch1","Maml3",2.92154010629474
"501","Ywhae","Fus",2.92106367008
"502","Mdm2","Sumo1",2.92061866089102
"503","Nfkbia","Ube2i",2.91966682104658
"504","Mapk3","Rps6ka6",2.91538195147541
"505","Adar","Dhx58",2.91523796864885
"506","Hsp90aa1","Hspe1",2.91517426898258
"507","Pdia3","Manf",2.91511265866984
"508","Tap1","Nxt1",2.91080597757468
"509","Cfl2","Ssh3",2.90899561653532
"510","Notch3","Cntd1",2.90821420104908
"511","Irf9","Xaf1",2.90675473526107
"512","Polr1d","Polr2i",2.90545347138777
"513","Pxn","Sh3bp1",2.90348544526114
"514","Pxn","Tomm70a",2.90240840554839
"515","Inpp5d","Laptm5",2.89494312954594
"516","Gsdmd","Kctd6",2.88943517012763
"517","Cfl2","Dstn",2.88886840630153
"518","Nck1","Sorbs2",2.88422555314378
"519","Txn2","Fam195a",2.88419621121443
"520","Hsp90aa1","Nphp1",2.88275170678116
"521","Pxn","Git2",2.87561497393199
"522","Ctnnb1","Ep300",2.87541109186327
"523","Vdac2","Gyg",2.86522692068411
"524","Stat2","Trafd1",2.86477607934785
"525","Vdac2","Arhgap30",2.86390347775819
"526","Jag1","Neurl1b",2.86331996488661
"527","Ddx58","Oas3",2.86213522433286
"528","Pxn","Vdac1",2.86100621881747
"529","Stat5b","Pias3",2.85966563295551
"530","Mapk3","Cic",2.85942440936014
"531","Hspa8","Mks1",2.85928651333961
"532","Txn1","Minos1",2.85744748027787
"533","Cd55","Adgre5",2.856555827791
"534","Ddx58","Irf7",2.85499588691346
"535","Hspa5","Kdelr1",2.85348334305422
"536","Vdac2","Tomm70a",2.85198231410595
"537","Tfrc","Sppl2b",2.85174516349934
"538","Ctnnb1","Tcf4",2.849400445333
"539","Itpr3","Trpm2",2.84703478970641
"540","Hspa5","Nphp1",2.84590712345198
"541","Nck1","Insrr",2.84542059820501
"542","Actn1","Cs",2.84047490703188
"543","Cyba","Lgals3",2.83962789131488
"544","Vdac2","Ndufs3",2.83812160602224
"545","Arhgef1","Ngef",2.8357281501726
"546","Txn1","Atp5j2",2.83466422493757
"547","Vdac1","Ndufv2",2.83384280432188
"548","Oas3","Hectd3",2.83304928732605
"549","Hspa4","Hspe1",2.83248380593477
"550","Gnb5","Map2k1",2.83248380593477
"551","Cdc42","Uros",2.83247197799051
"552","Hspa8","Hspe1",2.83247197799051
"553","Hspa5","Exoc3",2.83241875215367
"554","Vdac3","Tomm70a",2.83228604315082
"555","Pxn","Arhgap33",2.83115307961612
"556","Traf4","Mink1",2.83078668549092
"557","Hspa4","Pmpcb",2.83062081730009
"558","Pxn","Prickle3",2.82963765286968
"559","Bcl10","Pycard",2.82885587809278
"560","Hspa4","Dnajc2",2.82657486496851
"561","Stat5b","Tyk2",2.82615877663193
"562","Pxn","Magt1",2.82408354206905
"563","Ddx58","Hectd3",2.82265817246071
"564","Irf9","Oasl2",2.82188044558757
"565","Pik3cd","Fam195a",2.8198829555372
"566","H2-T24","Ddx58",2.81939539307973
"567","Pin1","Pmpcb",2.81452082917144
"568","Hsp90aa1","Hspa4",2.81424514477976
"569","Irf9","Ddx58",2.81404127730548
"570","Pik3r1","Ncor1",2.81014464068539
"571","Mapk12","Mapk15",2.80974096844898
"572","Gnai1","Mapk3",2.80909358838608
"573","Hspa4","Ahsa1",2.80807488047549
"574","Hspa8","Uros",2.80645704471522
"575","Vdac3","Pdlim7",2.80394902115813
"576","Adar","Zbp1",2.80115196426368
"577","Ddx58","Atg12",2.79914940438675
"578","Gng12","Gng5",2.79697280249184
"579","Gng12","Gng11",2.79697280249184
"580","Gng5","Gng11",2.79697280249184
"581","Actn1","Dld",2.79516546030413
"582","Crk","Pik3r1",2.79470481431804
"583","Proc","Thbd",2.79459781957144
"584","Vdac1","Arhgap21",2.79363032851916
"585","Gnai1","Gpsm1",2.7900179291928
"586","Bcl10","Fyb",2.79000581552418
"587","Hspa4","Uros",2.78959068890344
"588","Ctnnb1","Jup",2.78821250164606
"589","Vdac3","Arhgap30",2.78788706167325
"590","Polr3a","Mrpl17",2.78423534546778
"591","Stat2","Tap1",2.78370557693484
"592","Gnai3","Mapk3",2.78341348156437
"593","Ywhae","Homer1",2.78269557687486
"594","Notch1","Rfng",2.78110745112485
"595","Polr1c","Rps18",2.77869301306032
"596","Maml1","Inpp5k",2.77476421131723
"597","Ppp1cc","Cpsf1",2.77301109050336
"598","Stat2","Dhx58",2.77197459582976
"599","Sos1","Frs2",2.77060637971249
"600","Stat2","Nlrc5",2.77035649829304
"601","Mdm2","Arih2",2.76963111002897
"602","Sos1","Rapgef4",2.76931965152812
"603","Cd81","Adgrg1",2.76240075850592
"604","Ppp1cb","Glrx3",2.76213207172873
"605","Ddx3x","Rps11",2.75817742400068
"606","Cblb","Spry4",2.75796576027847
"607","Polr1d","Polr1e",2.75794985685002
"608","C9","Cd59b",2.75596597897152
"609","Hspa5","Kif11",2.75326828567131
"610","Gnai3","Gpsm1",2.7524921796296
